activity_id,customer_id,activity_date,activity_type
ACT0034268,CUST008495,2026-04-12,email_open
ACT0034269,CUST009409,26-10-2025,support_ticket
ACT0034270,CUST001544,19-06-2026,support_ticket
ACT0034271,CUST005654,26-09-2024,email_open
ACT0034272,CUST001047,2025-05-07,cart_add
ACT0034273,CUST000450,13-05-2025,app_open
ACT0034274,CUST009214,2025-02-09,email_click
ACT0034275,CUST000144,30-08-2023,page_view
ACT0034276,CUST002356,01/20/2023,support_ticket
ACT0034277,CUST001184,01/26/2023,login
ACT0034278,CUST007712,2024-12-27,email_open
ACT0034279,CUST009811,09/26/2025,app_open
ACT0034280,CUST008696,2023-04-26,app_open
ACT0034281,CUST003548,2026-07-17,support_ticket
ACT0034282,CUST000566,2023-02-24,page_view
ACT0034283,CUST007949,29-04-2026,page_view
ACT0034284,CUST003264,,email_click
ACT0034285,CUST008453,2025-03-09,purchase
ACT0034286,CUST009573,2026-01-27,email_click
ACT0034287,CUST006471,2026-07-28,email_open
ACT0034288,CUST000461,2024-08-12,login
ACT0034289,CUST001682,30-03-2025,login
ACT0034290,CUST009620,08/31/2024,email_open
ACT0034291,CUST007314,07/20/2025,app_open
ACT0034292,CUST002704,2025-03-06,support_ticket
ACT0034293,CUST003912,,app_open
ACT0034294,CUST005607,2024-07-17,support_ticket
ACT0034295,CUST007681,07-01-2023,app_open
ACT0034296,CUST002891,2023-01-12,email_open
ACT0034297,CUST008901,24-04-2023,page_view
ACT0034298,CUST005364,2026-05-23,app_open
ACT0034299,CUST007445,18 Aug 2024,email_click
ACT0034300,CUST004680,07-07-2026,purchase
ACT0034301,CUST001647,2025-10-03,purchase
ACT0034302,CUST000654,2023-08-22,support_ticket
ACT0034303,CUST004429,09/06/2023,page_view
ACT0034304,CUST006252,2025-09-21,app_open
ACT0034305,CUST003677,02/28/2026,app_open
ACT0034306,CUST002388,26-08-2023,cart_add
ACT0034307,CUST006179,2026-06-19,email_open
ACT0034308,CUST004015,07/14/2024,login
ACT0034309,CUST004495,04/07/2025,support_ticket
ACT0034310,CUST009379,2025-07-13,purchase
ACT0034311,CUST009747,2025-01-23,email_open
ACT0034312,CUST008089,2026-03-26,email_click
ACT0034313,CUST003887,2024-12-11,email_click
ACT0034314,CUST005597,2023-11-09,support_ticket
ACT0034315,CUST000848,04/28/2024,page_view
ACT0034316,CUST009796,2023-03-13,purchase
ACT0034317,CUST008386,2024-09-08,app_open
ACT0034318,CUST001169,02/04/2023,login
ACT0034319,CUST002944,2024-04-18,support_ticket
ACT0034320,CUST005576,27-05-2026,support_ticket
ACT0034321,CUST008322,2023-12-11,support_ticket
ACT0034322,CUST002065,07/09/2026,login
ACT0034323,CUST005346,2024-09-02,login
ACT0034324,CUST003379,2023-09-08,email_click
ACT0034325,CUST009185,2024-10-22,email_click
ACT0034326,CUST007528,24-06-2025,support_ticket
ACT0034327,CUST005514,2026-02-08,purchase
ACT0034328,CUST003881,,login
ACT0034329,CUST008840,10-08-2023,email_open
ACT0034330,CUST008858,08-08-2025,purchase
ACT0034331,CUST002831,2025-02-13,email_click
ACT0034332,CUST003505,16-11-2023,email_click
ACT0034333,CUST001974,06 Oct 2024,support_ticket
ACT0034334,CUST001537,02 May 2025,email_click
ACT0034335,CUST008279,2025-11-05,support_ticket
ACT0034336,CUST000075,2026-03-16,login
ACT0034337,CUST007467,2023-04-17,page_view
ACT0034338,CUST001504,2024-05-24,email_open
ACT0034339,CUST007125,30 Mar 2025,cart_add
ACT0034340,CUST004330,09 Oct 2025,login
ACT0034341,CUST003176,09 Dec 2023,login
ACT0034342,CUST008505,2024-05-07,email_click
ACT0034343,CUST009994,10/08/2025,purchase
ACT0034344,CUST001973,2023-06-02,app_open
ACT0034345,CUST003892,2025-07-29,email_click
ACT0034346,CUST006361,10-10-2023,app_open
ACT0034347,CUST005608,2023-07-07,login
ACT0034348,CUST001846,09/21/2023,support_ticket
ACT0034349,CUST009874,2024-09-15,page_view
ACT0034350,CUST001886,29-08-2023,email_open
ACT0034351,CUST008874,07-01-2023,email_click
ACT0034352,CUST008197,2025-03-11,email_click
ACT0034353,CUST003318,2024-05-23,email_click
ACT0034354,CUST002681,2023-03-22,login
ACT0034355,CUST006202,2023-09-07,login
ACT0034356,CUST000805,2026-04-30,page_view
ACT0034357,CUST004776,23-09-2024,cart_add
ACT0034358,CUST008892,2023-02-07,login
ACT0034359,CUST005826,2024-03-05,email_click
ACT0034360,CUST008750,2023-07-30,support_ticket
ACT0034361,CUST008590,2025-10-22,email_open
ACT0034362,CUST004304,2024-04-18,page_view
ACT0034363,CUST005506,2023-10-30,app_open
ACT0034364,CUST009990,2025-01-04,cart_add
ACT0034365,CUST003880,21-11-2023,login
ACT0034366,CUST007323,10-10-2024,email_open
ACT0034367,CUST009107,2023-02-16,login
ACT0034368,CUST002627,19 Oct 2024,email_open
ACT0034369,CUST002988,2023-12-19,cart_add
ACT0034370,CUST000981,2026-05-22,app_open
ACT0034371,CUST002871,2025-08-04,login
ACT0034372,CUST007910,2023-06-08,purchase
ACT0034373,CUST008193,27-03-2025,app_open
ACT0034374,CUST001860,02/11/2023,login
ACT0034375,CUST002731,02/26/2026,page_view
ACT0034376,CUST002071,12-08-2025,email_click
ACT0034377,CUST004066,18-12-2023,cart_add
ACT0034378,CUST003705,10/26/2024,support_ticket
ACT0034379,CUST001684,02/25/2025,cart_add
ACT0034380,CUST002884,14-02-2025,email_open
ACT0034381,CUST001165,18 Aug 2023,email_open
ACT0034382,CUST001873,16 Sep 2025,email_click
ACT0034383,CUST002756,2024-10-08,email_open
ACT0034384,CUST004647,2024-03-23,email_open
ACT0034385,CUST002159,31-03-2025,login
ACT0034386,CUST003048,2025-08-24,cart_add
ACT0034387,CUST004677,04/30/2024,cart_add
ACT0034388,CUST005730,2023-10-14,email_click
ACT0034389,CUST001329,2023-10-28,login
ACT0034390,CUST001487,24-02-2026,page_view
ACT0034391,CUST003274,2025-01-15,cart_add
ACT0034392,CUST002454,2024-12-27,support_ticket
ACT0034393,CUST000929,09/30/2025,email_click
ACT0034394,CUST009394,01/06/2024,app_open
ACT0034395,CUST003881,2024-06-03,login
ACT0034396,CUST006430,2025-06-14,page_view
ACT0034397,CUST001495,2025-01-10,email_open
ACT0034398,CUST008101,2026-03-13,app_open
ACT0034399,CUST007445,2025-12-05,purchase
ACT0034400,CUST007598,27-01-2026,cart_add
ACT0034401,CUST002552,2025-06-04,cart_add
ACT0034402,CUST006851,20 Jun 2024,app_open
ACT0034403,CUST001164,2025-01-11,purchase
ACT0034404,CUST004399,2023-05-26,cart_add
ACT0034405,CUST000751,2026-07-15,email_open
ACT0034406,CUST006452,2024-01-02,login
ACT0034407,CUST004453,2025-03-15,email_open
ACT0034408,CUST008299,2026-07-29,login
ACT0034409,CUST004275,20-08-2025,cart_add
ACT0034410,CUST008051,2026-04-30,email_click
ACT0034411,CUST009423,09/08/2025,email_open
ACT0034412,CUST009812,11/29/2025,login
ACT0034413,CUST008632,12-07-2024,email_click
ACT0034414,CUST002751,2023-02-02,email_click
ACT0034415,CUST009556,2024-10-20,cart_add
ACT0034416,CUST004392,10/06/2023,email_open
ACT0034417,CUST009149,2023-12-08,page_view
ACT0034418,CUST000926,25-05-2026,purchase
ACT0034419,CUST008230,04/08/2023,email_click
ACT0034420,CUST001499,2026-03-11,support_ticket
ACT0034421,CUST006958,03/13/2025,login
ACT0034422,CUST007064,10/25/2025,purchase
ACT0034423,CUST009020,2024-10-24,email_open
ACT0034424,CUST001728,2025-06-04,support_ticket
ACT0034425,CUST005778,11/22/2024,purchase
ACT0034426,CUST007006,2025-09-13,page_view
ACT0034427,CUST008743,2025-11-07,email_click
ACT0034428,CUST004579,2026-02-07,email_click
ACT0034429,CUST001550,2025-10-02,cart_add
ACT0034430,CUST000904,2023-03-04,purchase
ACT0034431,CUST000020,2026-05-07,email_click
ACT0034432,CUST004070,03/29/2025,login
ACT0034433,CUST000624,2024-05-04,email_open
ACT0034434,CUST005181,20-01-2026,login
ACT0034435,CUST002308,2025-09-19,email_open
ACT0034436,CUST008559,2026-06-16,login
ACT0034437,CUST002101,20 Apr 2026,cart_add
ACT0034438,CUST009761,2024-05-30,login
ACT0034439,CUST008439,21-11-2024,support_ticket
ACT0034440,CUST007696,2024-02-10,page_view
ACT0034441,CUST002505,2025-05-12,app_open
ACT0034442,CUST007922,30-03-2026,login
ACT0034443,CUST003085,2025-08-13,login
ACT0034444,CUST003018,2023-01-21,support_ticket
ACT0034445,CUST000316,14 Oct 2025,email_open
ACT0034446,CUST003463,2023-04-28,support_ticket
ACT0034447,CUST008981,2024-12-24,login
ACT0034448,CUST004302,29-01-2024,
ACT0034449,CUST004065,02/27/2024,cart_add
ACT0034450,CUST001829,2023-01-12,app_open
ACT0034451,CUST008176,2025-08-15,email_open
ACT0034452,CUST007604,01/09/2026,app_open
ACT0034453,CUST001364,10/20/2023,login
ACT0034454,CUST007792,06/27/2026,cart_add
ACT0034455,CUST000857,19-03-2026,cart_add
ACT0034456,CUST000998,2025-07-17,login
ACT0034457,CUST001780,25 Jun 2026,support_ticket
ACT0034458,CUST008017,2024-08-15,support_ticket
ACT0034459,CUST006541,2026-07-19,app_open
ACT0034460,CUST004944,16-08-2023,purchase
ACT0034461,CUST002873,10/21/2023,purchase
ACT0034462,CUST008717,13-02-2023,login
ACT0034463,CUST007905,2024-01-29,email_open
ACT0034464,CUST004738,2026-06-17,page_view
ACT0034465,CUST001812,2025-05-20,page_view
ACT0034466,CUST008888,28-08-2023,page_view
ACT0034467,CUST009414,16-09-2023,support_ticket
ACT0034468,CUST009170,2025-08-27,app_open
ACT0034469,CUST007665,08 May 2026,purchase
ACT0034470,CUST003713,2023-03-01,cart_add
ACT0034471,CUST009311,,email_click
ACT0034472,CUST000422,13-12-2025,email_click
ACT0034473,CUST008202,2023-06-11,cart_add
ACT0034474,CUST001217,06/04/2026,app_open
ACT0034475,CUST004965,2025-08-07,cart_add
ACT0034476,CUST007011,2025-07-29,app_open
ACT0034477,CUST001950,2025-10-26,purchase
ACT0034478,CUST009069,2026-03-15,email_open
ACT0034479,CUST009881,2026-04-12,email_open
ACT0034480,CUST003661,2023-01-12,purchase
ACT0034481,CUST007435,27 Nov 2025,login
ACT0034482,CUST009608,2023-05-18,email_click
ACT0034483,CUST004795,2026-05-14,support_ticket
ACT0034484,CUST000591,2026-07-18,cart_add
ACT0034485,CUST008783,2023-08-02,app_open
ACT0034486,CUST005468,03/24/2025,email_click
ACT0034487,CUST005380,,cart_add
ACT0034488,CUST005222,2023-04-17,cart_add
ACT0034489,CUST001732,16-06-2024,cart_add
ACT0034490,CUST004375,06/29/2024,email_click
ACT0034491,CUST000785,2025-02-16,purchase
ACT0034492,CUST004275,2025-09-14,page_view
ACT0034493,CUST005980,2024-08-19,email_click
ACT0034494,CUST008318,11/25/2025,page_view
ACT0034495,CUST004743,2026-04-01,cart_add
ACT0034496,CUST007950,2025-05-02,email_open
ACT0034497,CUST003315,03-10-2025,purchase
ACT0034498,CUST003250,2026-05-03,cart_add
ACT0034499,CUST001943,26-06-2026,login
ACT0034500,CUST002777,26-08-2024,login
ACT0034501,CUST008016,30-05-2026,email_click
ACT0034502,CUST002003,2025-01-18,email_click
ACT0034503,CUST004638,08/18/2025,email_click
ACT0034504,CUST009152,10/21/2024,app_open
ACT0034505,CUST005084,2023-08-13,cart_add
ACT0034506,CUST002962,2023-07-06,app_open
ACT0034507,CUST003889,2023-09-19,support_ticket
ACT0034508,CUST003998,2025-06-17,email_open
ACT0034509,CUST003261,,purchase
ACT0034510,CUST009451,2023-04-24,purchase
ACT0034511,CUST009902,08-09-2024,email_open
ACT0034512,CUST003111,2023-06-12,email_click
ACT0034513,CUST008043,2025-08-12,app_open
ACT0034514,CUST008195,03-03-2023,email_open
ACT0034515,CUST006519,2024-10-15,page_view
ACT0034516,CUST008492,2024-03-16,purchase
ACT0034517,CUST004675,2025-01-06,email_open
ACT0034518,CUST003209,23-10-2023,cart_add
ACT0034519,CUST007648,07-04-2023,support_ticket
ACT0034520,CUST009661,09/22/2023,email_click
ACT0034521,CUST001538,2025-06-11,purchase
ACT0034522,CUST005725,,cart_add
ACT0034523,CUST009652,2023-04-23,login
ACT0034524,CUST003854,2024-12-02,purchase
ACT0034525,CUST005800,07/28/2024,app_open
ACT0034526,CUST001736,2026-04-13,app_open
ACT0034527,CUST004698,10/11/2025,email_open
ACT0034528,CUST008280,2026-03-24,page_view
ACT0034529,CUST005580,2023-12-19,support_ticket
ACT0034530,CUST003278,2023-08-10,support_ticket
ACT0034531,CUST004708,2025-04-25,cart_add
ACT0034532,CUST001667,04/17/2026,support_ticket
ACT0034533,CUST005151,2023-01-25,support_ticket
ACT0034534,CUST009159,2025-04-13,login
ACT0034535,CUST004098,2023-08-20,app_open
ACT0034536,CUST003283,03/15/2024,cart_add
ACT0034537,CUST002874,2025-02-01,email_click
ACT0034538,CUST001811,2024-12-01,support_ticket
ACT0034539,CUST009253,05-11-2025,email_open
ACT0034540,CUST009713,12/19/2025,cart_add
ACT0034541,CUST003336,2024-08-22,cart_add
ACT0034542,CUST005666,10-07-2026,page_view
ACT0034543,CUST008339,01-03-2026,page_view
ACT0034544,CUST002381,2025-09-02,app_open
ACT0034545,CUST001672,23 May 2024,purchase
ACT0034546,CUST005244,2024-02-17,support_ticket
ACT0034547,CUST002999,2026-03-15,support_ticket
ACT0034548,CUST004347,05/12/2023,support_ticket
ACT0034549,CUST000724,2024-07-31,page_view
ACT0034550,CUST005709,2024-02-26,page_view
ACT0034551,CUST006280,01/23/2023,email_open
ACT0034552,CUST008930,2024-06-01,purchase
ACT0034553,CUST002212,31-05-2024,email_open
ACT0034554,CUST006353,2026-06-25,support_ticket
ACT0034555,CUST009745,13-01-2023,email_open
ACT0034556,CUST007115,06/17/2026,cart_add
ACT0034557,CUST002145,2023-03-13,email_open
ACT0034558,CUST001467,02/06/2023,app_open
ACT0034559,CUST002727,03-10-2024,email_open
ACT0034560,CUST006607,09-06-2024,email_click
ACT0034561,CUST005721,2024-07-19,cart_add
ACT0034562,CUST003715,06/15/2026,support_ticket
ACT0034563,CUST007709,2025-09-29,login
ACT0034564,CUST003954,2024-05-17,cart_add
ACT0034565,CUST005053,03-01-2025,support_ticket
ACT0034566,CUST006178,26-01-2023,purchase
ACT0034567,CUST008370,2025-07-22,app_open
ACT0034568,CUST004270,19-10-2025,page_view
ACT0034569,CUST009559,13-07-2024,email_click
ACT0034570,CUST006741,02/16/2024,cart_add
ACT0034571,CUST000993,2023-11-22,login
ACT0034572,CUST004500,,email_click
ACT0034573,CUST000835,2023-06-04,purchase
ACT0034574,CUST000269,07 Mar 2023,support_ticket
ACT0034575,CUST004980,22-06-2024,login
ACT0034576,CUST008384,24 Oct 2023,page_view
ACT0034577,CUST001312,14-01-2026,purchase
ACT0034578,CUST007955,2026-03-28,page_view
ACT0034579,CUST009886,2024-07-11,app_open
ACT0034580,CUST000759,2025-05-27,support_ticket
ACT0034581,CUST004952,02-06-2024,purchase
ACT0034582,CUST002246,2024-01-26,app_open
ACT0034583,CUST001016,11/21/2024,cart_add
ACT0034584,CUST002489,2023-11-25,support_ticket
ACT0034585,CUST001673,2023-11-30,page_view
ACT0034586,CUST007852,2025-07-23,purchase
ACT0034587,CUST001834,05 Feb 2023,email_click
ACT0034588,CUST004602,25-04-2024,email_open
ACT0034589,CUST009029,20-08-2023,cart_add
ACT0034590,CUST000983,2025-12-07,page_view
ACT0034591,CUST009018,2024-01-20,support_ticket
ACT0034592,CUST008902,21 Oct 2025,email_open
ACT0034593,CUST007847,2024-10-31,cart_add
ACT0034594,CUST004245,2024-08-13,support_ticket
ACT0034595,CUST004119,2024-11-18,email_open
ACT0034596,CUST005971,05/08/2023,support_ticket
ACT0034597,CUST003536,23-01-2023,page_view
ACT0034598,CUST001294,2023-08-13,app_open
ACT0034599,CUST003273,2023-03-28,purchase
ACT0034600,CUST002216,17-02-2026,email_click
ACT0034601,CUST004149,2023-10-28,login
ACT0034602,CUST005570,02/04/2026,email_click
ACT0034603,CUST005404,22-04-2023,cart_add
ACT0034604,CUST008459,2023-05-21,app_open
ACT0034605,CUST003639,,login
ACT0034606,CUST000610,23 Jan 2024,support_ticket
ACT0034607,CUST007623,2024-03-21,purchase
ACT0034608,CUST002691,2023-11-08,app_open
ACT0034609,CUST008493,31 May 2025,email_click
ACT0034610,CUST005439,2026-01-19,cart_add
ACT0034611,CUST003470,2025-11-03,support_ticket
ACT0034612,CUST009575,19-12-2024,support_ticket
ACT0034613,CUST009273,2026-05-01,page_view
ACT0034614,CUST001068,,cart_add
ACT0034615,CUST007442,2024-12-08,email_click
ACT0034616,CUST008383,21-02-2023,purchase
ACT0034617,CUST004872,2025-10-29,page_view
ACT0034618,CUST000763,06-08-2025,support_ticket
ACT0034619,CUST003927,2024-08-09,login
ACT0034620,CUST008123,25-04-2023,login
ACT0034621,CUST004527,2023-12-02,cart_add
ACT0034622,CUST008030,2023-10-23,login
ACT0034623,CUST007856,2024-09-18,email_click
ACT0034624,CUST008567,07-06-2025,page_view
ACT0034625,CUST002369,17 May 2023,cart_add
ACT0034626,CUST001473,29-10-2025,app_open
ACT0034627,CUST000050,09/27/2025,email_click
ACT0034628,CUST007603,2024-06-22,app_open
ACT0034629,CUST001448,13-06-2026,cart_add
ACT0034630,CUST007417,2024-10-01,cart_add
ACT0034631,CUST003075,18-06-2025,email_click
ACT0034632,CUST005070,2023-05-16,page_view
ACT0034633,CUST004170,2025-06-11,app_open
ACT0034634,CUST003924,2023-04-16,cart_add
ACT0034635,CUST005032,2024-11-30,purchase
ACT0034636,CUST003023,28-07-2025,support_ticket
ACT0034637,CUST003232,13 Aug 2025,email_open
ACT0034638,CUST001579,2023-07-26,cart_add
ACT0034639,CUST002130,02/27/2025,cart_add
ACT0034640,CUST000535,03/03/2024,email_click
ACT0034641,CUST006174,07-09-2024,support_ticket
ACT0034642,CUST001134,2026-04-30,app_open
ACT0034643,CUST001959,23-08-2023,purchase
ACT0034644,CUST001505,2024-03-17,app_open
ACT0034645,CUST008095,17-06-2023,app_open
ACT0034646,CUST003981,2025-01-20,email_click
ACT0034647,CUST005717,08-05-2023,cart_add
ACT0034648,CUST004237,04/04/2025,support_ticket
ACT0034649,CUST001375,07-02-2026,app_open
ACT0034650,CUST003961,2024-08-16,email_open
ACT0034651,CUST006692,2023-08-24,email_open
ACT0034652,CUST009118,28-12-2025,purchase
ACT0034653,CUST007852,07 Jun 2023,purchase
ACT0034654,CUST003552,16-03-2024,email_click
ACT0034655,CUST003573,01/26/2025,email_open
ACT0034656,CUST000996,2023-12-24,support_ticket
ACT0034657,CUST002180,2025-10-29,login
ACT0034658,CUST001996,07/30/2023,app_open
ACT0034659,CUST003424,2023-02-26,page_view
ACT0034660,CUST008396,2026-02-03,login
ACT0034661,CUST000924,11-04-2023,support_ticket
ACT0034662,CUST002782,30-05-2025,email_click
ACT0034663,CUST005513,2026-03-06,login
ACT0034664,CUST001195,11-07-2024,purchase
ACT0034665,CUST001627,28-09-2024,cart_add
ACT0034666,CUST002109,,email_click
ACT0034667,CUST001742,06/09/2024,cart_add
ACT0034668,CUST004056,,app_open
ACT0034669,CUST001431,05/30/2025,page_view
ACT0034670,CUST000380,,support_ticket
ACT0034671,CUST007663,12/14/2025,email_click
ACT0034672,CUST007230,2025-05-15,page_view
ACT0034673,CUST006356,09/09/2023,page_view
ACT0034674,CUST006290,2023-09-16,cart_add
ACT0034675,CUST003141,03/01/2025,page_view
ACT0034676,CUST006580,2024-04-01,purchase
ACT0034677,CUST009039,2026-03-08,login
ACT0034678,CUST001938,2025-01-05,support_ticket
ACT0034679,CUST003189,07-01-2023,login
ACT0034680,CUST008653,09-07-2023,cart_add
ACT0034681,CUST001430,2026-06-02,app_open
ACT0034682,CUST000035,2024-03-01,email_click
ACT0034683,CUST000777,2023-12-18,cart_add
ACT0034684,CUST003220,2024-05-06,login
ACT0034685,CUST007640,2023-10-11,support_ticket
ACT0034686,CUST000499,2024-07-13,purchase
ACT0034687,CUST006091,2025-02-19,page_view
ACT0034688,CUST004358,2024-10-01,support_ticket
ACT0034689,CUST004890,2025-08-12,page_view
ACT0034690,CUST009637,2024-01-26,purchase
ACT0034691,CUST004913,2024-07-16,email_open
ACT0034692,CUST001908,12-09-2023,email_click
ACT0034693,CUST007995,07/05/2026,email_open
ACT0034694,CUST009734,2023-07-25,support_ticket
ACT0034695,CUST009560,2025-12-15,purchase
ACT0034696,CUST003258,04-11-2024,email_click
ACT0034697,CUST006225,08/12/2023,email_click
ACT0034698,CUST008547,2025-05-02,login
ACT0034699,CUST009840,2023-09-17,login
ACT0034700,CUST002798,2023-06-28,page_view
ACT0034701,CUST003007,2026-03-30,email_click
ACT0034702,CUST005570,2025-12-23,email_open
ACT0034703,CUST009708,2025-12-06,email_click
ACT0034704,CUST002873,23 Mar 2024,purchase
ACT0034705,CUST000244,23-06-2026,page_view
ACT0034706,CUST008764,10-12-2024,app_open
ACT0034707,CUST000817,,login
ACT0034708,CUST005672,2025-06-02,email_click
ACT0034709,CUST005750,2023-12-25,page_view
ACT0034710,CUST003319,2025-11-11,app_open
ACT0034711,CUST009057,2026-06-01,page_view
ACT0034712,CUST005020,2023-02-02,app_open
ACT0034713,CUST002411,10/15/2023,email_open
ACT0034714,CUST005572,2024-11-09,cart_add
ACT0034715,CUST000278,11/21/2024,email_open
ACT0034716,CUST000571,28 Jan 2026,support_ticket
ACT0034717,CUST006573,19-09-2025,email_click
ACT0034718,CUST001435,2024-06-14,purchase
ACT0034719,CUST005967,2024-05-30,email_open
ACT0034720,CUST001579,07/06/2023,support_ticket
ACT0034721,CUST004705,2024-02-18,app_open
ACT0034722,CUST006556,2026-06-26,app_open
ACT0034723,CUST007693,2024-06-21,app_open
ACT0034724,CUST006742,2024-02-06,app_open
ACT0034725,CUST009363,2024-10-06,cart_add
ACT0034726,CUST006535,05/02/2023,purchase
ACT0034727,CUST008258,01-01-2026,login
ACT0034728,CUST008463,09/04/2024,login
ACT0034729,CUST005430,2025-01-06,email_click
ACT0034730,CUST004717,07/16/2025,support_ticket
ACT0034731,CUST000316,17-03-2024,support_ticket
ACT0034732,CUST003358,2026-01-18,login
ACT0034733,CUST001821,24-05-2025,support_ticket
ACT0034734,CUST004461,20 Dec 2024,login
ACT0034735,CUST005806,2023-10-18,email_open
ACT0034736,CUST007995,,login
ACT0034737,CUST005820,2025-05-21,page_view
ACT0034738,CUST007074,05 Nov 2025,cart_add
ACT0034739,CUST005666,2025-04-10,page_view
ACT0034740,CUST003170,01-03-2026,login
ACT0034741,CUST007619,2023-02-16,email_open
ACT0034742,CUST009762,19-06-2024,page_view
ACT0034743,CUST007611,2026-07-28,email_click
ACT0034744,CUST000086,11-04-2026,cart_add
ACT0034745,CUST009834,2025-10-27,email_click
ACT0034746,CUST006911,2024-09-17,email_click
ACT0034747,CUST005597,05-10-2024,cart_add
ACT0034748,CUST008302,2023-09-08,cart_add
ACT0034749,CUST008068,2026-04-20,page_view
ACT0034750,CUST008297,03/05/2024,support_ticket
ACT0034751,CUST008262,16 Oct 2024,email_open
ACT0034752,CUST004267,26 Mar 2026,email_click
ACT0034753,CUST009506,2025-05-02,support_ticket
ACT0034754,CUST009174,16 Jun 2025,cart_add
ACT0034755,CUST003186,05-04-2026,page_view
ACT0034756,CUST004744,2024-10-30,app_open
ACT0034757,CUST004680,2023-04-08,support_ticket
ACT0034758,CUST007934,2023-09-01,page_view
ACT0034759,CUST000833,2024-11-04,email_open
ACT0034760,CUST004330,2024-07-01,page_view
ACT0034761,CUST007460,03/01/2024,email_click
ACT0034762,CUST008835,2024-10-04,cart_add
ACT0034763,CUST009642,2025-12-03,cart_add
ACT0034764,CUST006710,06-01-2026,purchase
ACT0034765,CUST008892,2024-04-06,login
ACT0034766,CUST001465,2024-04-04,purchase
ACT0034767,CUST005365,2025-08-17,support_ticket
ACT0034768,CUST001801,10-08-2025,app_open
ACT0034769,CUST002719,2025-07-12,email_click
ACT0034770,CUST006702,2026-01-14,page_view
ACT0034771,CUST001167,05-04-2024,email_click
ACT0034772,CUST007829,09/04/2024,page_view
ACT0034773,CUST006058,08 Jun 2026,page_view
ACT0034774,CUST009988,2023-01-19,app_open
ACT0034775,CUST000279,2025-06-09,page_view
ACT0034776,CUST007067,02/11/2025,email_click
ACT0034777,CUST007556,13 Feb 2024,login
ACT0034778,CUST003895,2023-03-20,email_open
ACT0034779,CUST007196,03-04-2026,purchase
ACT0034780,CUST005057,2024-11-09,page_view
ACT0034781,CUST002588,2026-03-10,email_open
ACT0034782,CUST003681,06/03/2023,email_click
ACT0034783,CUST008971,2024-03-08,email_open
ACT0034784,CUST004178,03 Oct 2025,login
ACT0034785,CUST009929,12-08-2025,login
ACT0034786,CUST009403,2023-07-21,support_ticket
ACT0034787,CUST005244,2025-03-22,support_ticket
ACT0034788,CUST002394,2025-03-16,purchase
ACT0034789,CUST008752,12/14/2024,login
ACT0034790,CUST001715,2025-05-16,email_open
ACT0034791,CUST001383,02-01-2024,login
ACT0034792,CUST000435,2026-04-13,support_ticket
ACT0034793,CUST002558,2025-02-17,email_open
ACT0034794,CUST006203,2023-03-19,app_open
ACT0034795,CUST009930,29 Jun 2024,app_open
ACT0034796,CUST003405,2023-02-16,login
ACT0034797,CUST007376,2024-03-02,email_click
ACT0034798,CUST006666,2023-09-17,login
ACT0034799,CUST000334,2023-02-13,email_open
ACT0034800,CUST008654,,page_view
ACT0034801,CUST002019,,cart_add
ACT0034802,CUST008685,11-11-2023,page_view
ACT0034803,CUST003770,12-06-2024,purchase
ACT0034804,CUST009292,2023-02-08,email_open
ACT0034805,CUST008109,2023-10-01,app_open
ACT0034806,CUST008072,2024-09-27,email_click
ACT0034807,CUST007079,05/14/2023,purchase
ACT0034808,CUST001944,30-11-2024,cart_add
ACT0034809,CUST009271,2023-01-03,purchase
ACT0034810,CUST009093,2023-07-22,page_view
ACT0034811,CUST003131,21 Mar 2026,app_open
ACT0034812,CUST007315,2026-05-21,page_view
ACT0034813,CUST008217,04/01/2023,login
ACT0034814,CUST003319,06-07-2025,app_open
ACT0034815,CUST008327,15-09-2023,app_open
ACT0034816,CUST004424,2026-07-16,login
ACT0034817,CUST008599,2024-08-28,email_open
ACT0034818,CUST008957,,support_ticket
ACT0034819,CUST003835,2024-08-17,email_open
ACT0034820,CUST006173,06/10/2025,page_view
ACT0034821,CUST004696,2024-12-15,cart_add
ACT0034822,CUST000710,2024-09-09,page_view
ACT0034823,CUST005645,2023-01-29,app_open
ACT0034824,CUST000465,2024-07-04,email_open
ACT0034825,CUST007081,04/11/2026,email_click
ACT0034826,CUST003178,2026-04-13,support_ticket
ACT0034827,CUST004872,,page_view
ACT0034828,CUST002278,2024-03-13,page_view
ACT0034829,CUST003941,06 Jun 2026,email_click
ACT0034830,CUST005053,30 Sep 2025,login
ACT0034831,CUST004851,29-12-2024,app_open
ACT0034832,CUST004098,2026-07-18,login
ACT0034833,CUST006217,,app_open
ACT0034834,CUST007978,09/07/2023,login
ACT0034835,CUST006749,2025-02-18,email_open
ACT0034836,CUST007378,06-02-2024,support_ticket
ACT0034837,CUST001795,2024-07-13,app_open
ACT0034838,CUST005805,16-04-2023,cart_add
ACT0034839,CUST005216,2025-05-29,email_open
ACT0034840,CUST009295,01/28/2023,email_click
ACT0034841,CUST008293,,email_open
ACT0034842,CUST005126,2024-07-21,purchase
ACT0034843,CUST009135,2026-03-20,cart_add
ACT0034844,CUST007171,2023-11-05,login
ACT0034845,CUST004698,2023-04-22,support_ticket
ACT0034846,CUST000571,2023-03-20,email_click
ACT0034847,CUST005220,2023-05-23,login
ACT0034848,CUST005395,2023-06-04,purchase
ACT0034849,CUST009453,20-07-2024,login
