conversion_id,customer_id,campaign_id,conversion_date,conversion_stage
CONV011399,CUST001890,CAMP0148,01/07/2024,MQL
CONV011400,CUST001154,CAMP0088,06-11-2023,Opportunity
CONV011401,CUST006139,CAMP0049,2024-06-09,Opportunity
CONV011402,CUST009180,CAMP0070,2026-07-17,SQL
CONV011403,CUST002444,CAMP0078,2024-06-22,SQL
CONV011404,CUST000727,CAMP0045,2025-10-15,Lead
CONV011405,CUST006560,CAMP0189,2025-02-13,SQL
CONV011406,CUST002790,CAMP0048,2024-10-07,Opportunity
CONV011407,CUST008970,CAMP0177,02/21/2023,SQL
CONV011408,CUST000032,CAMP0039,2024-02-19,MQL
CONV011409,CUST002410,CAMP0096,2024-11-28,MQL
CONV011410,CUST008759,CAMP0085,,Lead
CONV011411,CUST009659,CAMP0158,27 May 2026,Customer
CONV011412,CUST004440,CAMP0013,2024-10-17,Customer
CONV011413,CUST000339,CAMP0050,2023-11-24,Opportunity
CONV011414,CUST005512,CAMP0145,2024-03-06,Lead
CONV011415,CUST004313,CAMP0201,2026-05-12,Customer
CONV011416,CUST007101,CAMP0184,12/22/2025,SQL
CONV011417,CUST000951,CAMP0110,,MQL
CONV011418,CUST009919,CAMP0219,18-10-2023,Lead
CONV011419,CUST009397,CAMP0108,2023-08-06,Customer
CONV011420,CUST000497,CAMP0003,08-02-2025,Opportunity
CONV011421,CUST007011,CAMP0182,2023-03-09,Customer
CONV011422,CUST000203,CAMP0203,2025-06-17,MQL
CONV011423,CUST003877,CAMP0199,10-12-2025,Lead
CONV011424,CUST008018,CAMP0130,08/16/2025,MQL
CONV011425,CUST008054,CAMP0100,2023-09-12,Lead
CONV011426,CUST005812,CAMP0081,2024-02-27,MQL
CONV011427,CUST009080,CAMP0142,29-11-2023,SQL
CONV011428,CUST007067,CAMP0092,2024-12-28,Opportunity
CONV011429,CUST004435,CAMP0143,05/29/2024,Opportunity
CONV011430,CUST007305,CAMP0105,13-09-2025,Lead
CONV011431,CUST001408,CAMP0128,2024-03-22,Opportunity
CONV011432,CUST002171,CAMP0108,04-03-2024,Opportunity
CONV011433,CUST001334,CAMP0177,02-04-2025,Opportunity
CONV011434,CUST007838,CAMP0120,2023-07-24,SQL
CONV011435,CUST007253,CAMP0147,25-10-2023,Customer
CONV011436,CUST007534,CAMP0134,2024-07-14,Opportunity
CONV011437,CUST000070,CAMP0109,05-07-2026,Customer
CONV011438,CUST006583,CAMP0197,21 May 2026,MQL
CONV011439,CUST005819,CAMP0103,07/25/2025,Customer
CONV011440,CUST007774,CAMP0062,2024-01-06,Opportunity
CONV011441,CUST002871,CAMP0129,2024-06-03,SQL
CONV011442,CUST002486,CAMP0032,2026-07-20,Lead
CONV011443,CUST008691,CAMP0186,04/15/2024,Opportunity
CONV011444,CUST009784,CAMP0133,2024-04-20,Lead
CONV011445,CUST004097,CAMP0015,2024-05-21,MQL
CONV011446,CUST008411,CAMP0141,2024-08-29,Opportunity
CONV011447,CUST002448,CAMP0200,2024-12-31,Customer
CONV011448,CUST008379,CAMP0135,18 Mar 2024,Opportunity
CONV011449,CUST002980,CAMP0068,2026-05-05,Opportunity
CONV011450,CUST009917,CAMP0065,2024-02-10,MQL
CONV011451,CUST000586,CAMP0080,2024-12-17,Customer
CONV011452,CUST007669,CAMP0020,2026-01-02,MQL
CONV011453,CUST004488,CAMP0210,2025-09-29,Customer
CONV011454,CUST009467,CAMP0206,11/14/2025,SQL
CONV011455,CUST004777,CAMP0135,2024-02-19,Opportunity
CONV011456,CUST002586,CAMP0056,09/16/2024,Customer
CONV011457,CUST003601,CAMP0218,05/09/2024,SQL
CONV011458,CUST003200,CAMP0094,07-05-2023,Customer
CONV011459,CUST006050,CAMP0159,13-12-2024,Customer
CONV011460,CUST004277,CAMP0135,07-11-2023,Lead
CONV011461,CUST003233,CAMP0174,2024-06-22,Lead
CONV011462,CUST000763,CAMP0172,2025-09-26,Opportunity
CONV011463,CUST003147,CAMP0072,03/08/2024,Customer
CONV011464,CUST006114,CAMP0135,2025-10-26,Opportunity
CONV011465,CUST004424,CAMP0037,2026-01-10,SQL
CONV011466,CUST002496,CAMP0097,2024-12-30,Opportunity
CONV011467,CUST006557,CAMP0121,01/18/2025,Opportunity
CONV011468,CUST004618,CAMP0133,2025-04-28,Opportunity
CONV011469,CUST007982,CAMP0194,2023-08-01,MQL
CONV011470,CUST001117,CAMP0186,24-10-2025,MQL
CONV011471,CUST007088,CAMP0195,2026-06-30,SQL
CONV011472,CUST009348,CAMP0197,2026-03-27,Lead
CONV011473,CUST007320,CAMP0135,2024-12-17,Opportunity
CONV011474,CUST005639,CAMP0175,12/15/2025,
CONV011475,CUST007627,CAMP0216,03 Jan 2026,Lead
CONV011476,CUST001022,CAMP0086,12-04-2024,SQL
CONV011477,CUST008932,CAMP0031,2025-02-07,Opportunity
CONV011478,CUST000463,CAMP0124,07/27/2026,Opportunity
CONV011479,CUST006889,CAMP0045,2025-03-13,SQL
CONV011480,CUST003381,CAMP0136,2026-04-21,MQL
CONV011481,CUST004914,CAMP0106,13 Mar 2023,Lead
CONV011482,CUST000970,CAMP0153,04-10-2024,SQL
CONV011483,CUST007511,CAMP0026,15-09-2023,Opportunity
CONV011484,CUST009095,CAMP0138,12/02/2024,SQL
CONV011485,CUST005920,CAMP0011,2023-05-05,Lead
CONV011486,CUST009877,CAMP0015,08/23/2024,SQL
CONV011487,CUST005154,CAMP0038,2023-11-07,MQL
CONV011488,CUST004858,CAMP0190,2026-05-09,MQL
CONV011489,CUST001582,CAMP0010,2023-03-16,Customer
CONV011490,CUST007855,CAMP0123,30 Jun 2025,Opportunity
CONV011491,CUST009288,CAMP0150,2024-10-08,Lead
CONV011492,CUST005279,CAMP0117,2023-01-21,SQL
CONV011493,CUST003222,CAMP0180,2024-08-02,Lead
CONV011494,CUST005616,CAMP0082,2025-03-31,Customer
CONV011495,CUST007139,CAMP0127,28 Apr 2025,Opportunity
CONV011496,CUST001094,CAMP0200,19 Nov 2024,Customer
CONV011497,CUST005989,CAMP0198,02-10-2025,MQL
CONV011498,CUST002176,CAMP0183,2026-03-05,Customer
CONV011499,CUST002906,CAMP0195,2023-10-06,Opportunity
CONV011500,CUST008947,CAMP0131,2026-01-18,MQL
CONV011501,CUST008030,CAMP0175,02/28/2023,MQL
CONV011502,CUST003238,CAMP0152,2025-06-14,Customer
CONV011503,CUST007750,CAMP0166,2023-08-20,Lead
CONV011504,CUST003461,CAMP0012,10-05-2025,SQL
CONV011505,CUST002212,CAMP0101,2023-05-24,Lead
CONV011506,CUST008209,CAMP0219,2023-03-29,Customer
CONV011507,CUST004215,CAMP0034,2024-10-16,Customer
CONV011508,CUST001245,CAMP0220,,MQL
CONV011509,CUST003298,CAMP0064,2026-05-13,Customer
CONV011510,CUST003640,CAMP0070,2025-12-25,Opportunity
CONV011511,CUST001474,CAMP0055,2023-12-28,SQL
CONV011512,CUST005264,CAMP0113,2025-05-06,Customer
CONV011513,CUST009769,CAMP0081,2025-11-24,Lead
CONV011514,CUST002879,CAMP0202,2025-11-02,SQL
CONV011515,CUST000742,CAMP0047,12-04-2024,Lead
CONV011516,CUST008122,CAMP0202,2023-08-16,SQL
CONV011517,CUST003439,CAMP0047,2023-03-26,Opportunity
CONV011518,CUST007642,CAMP0175,2025-01-08,SQL
CONV011519,CUST001804,CAMP0087,07/05/2023,Lead
CONV011520,CUST003037,CAMP0033,2023-08-03,SQL
CONV011521,CUST008197,CAMP0038,2026-02-22,Lead
CONV011522,CUST900027,CAMP0045,2026-04-17,SQL
CONV011523,CUST001687,CAMP0170,,SQL
CONV011524,CUST005138,CAMP0210,2024-02-25,Opportunity
CONV011525,CUST001017,CAMP0220,2024-01-10,MQL
CONV011526,CUST004469,CAMP0018,2024-06-29,Customer
CONV011527,CUST008118,CAMP0160,2024-11-28,Lead
CONV011528,CUST008591,CAMP0078,07/30/2023,Opportunity
CONV011529,CUST002476,CAMP0018,03/10/2023,SQL
CONV011530,CUST008663,CAMP0078,17-04-2026,Lead
CONV011531,CUST001210,CAMP0074,01 Feb 2023,Opportunity
CONV011532,CUST006679,CAMP0054,08/03/2025,Opportunity
CONV011533,CUST001783,CAMP0090,2023-07-05,Customer
CONV011534,CUST007441,CAMP0185,29-10-2023,SQL
CONV011535,CUST005710,CAMP0081,19 Apr 2026,Opportunity
CONV011536,CUST004095,CAMP0201,2025-09-24,Opportunity
CONV011537,CUST001172,CAMP0039,2026-06-25,Customer
CONV011538,CUST005432,CAMP0108,16-02-2026,SQL
CONV011539,CUST003330,CAMP0135,2023-01-31,Lead
CONV011540,CUST005039,CAMP0132,2025-12-03,SQL
CONV011541,CUST007068,CAMP0116,2023-07-03,SQL
CONV011542,CUST000986,CAMP0021,16-05-2023,Customer
CONV011543,CUST004168,CAMP0005,2024-01-02,SQL
CONV011544,CUST009729,CAMP0003,,Lead
CONV011545,CUST006595,CAMP0048,2023-10-06,Lead
CONV011546,CUST005737,CAMP0182,2023-01-27,Opportunity
CONV011547,CUST007759,CAMP0165,05-06-2024,SQL
CONV011548,CUST000502,CAMP0133,2024-04-21,MQL
CONV011549,CUST007783,CAMP0147,,Opportunity
CONV011550,CUST005553,CAMP0150,2023-10-24,Customer
CONV011551,CUST006475,CAMP0144,2024-03-11,MQL
CONV011552,CUST000251,CAMP0082,12/20/2025,Opportunity
CONV011553,CUST009278,CAMP0142,08/12/2024,SQL
CONV011554,CUST001906,CAMP0209,2024-11-08,Opportunity
CONV011555,CUST002987,CAMP0040,2023-01-31,Opportunity
CONV011556,CUST007790,CAMP0112,26-04-2025,MQL
CONV011557,CUST000875,CAMP0068,2023-08-19,Customer
CONV011558,CUST009887,CAMP0113,2024-06-26,SQL
CONV011559,CUST005752,CAMP0148,06/30/2025,Customer
CONV011560,CUST000335,CAMP0191,2023-02-15,SQL
CONV011561,CUST003088,CAMP0044,2025-10-18,SQL
CONV011562,CUST008419,CAMP0183,2024-07-29,
CONV011563,CUST007729,CAMP0035,02/15/2024,Customer
CONV011564,CUST003302,CAMP0125,2025-12-20,MQL
CONV011565,CUST000859,CAMP0107,05/05/2025,Opportunity
CONV011566,CUST000693,CAMP0095,2025-02-08,Opportunity
CONV011567,CUST008379,CAMP0050,2024-06-04,SQL
CONV011568,CUST002301,CAMP0062,15 Oct 2025,Lead
CONV011569,CUST005087,CAMP0076,12/31/2024,Opportunity
CONV011570,CUST007641,CAMP0045,,Customer
CONV011571,CUST002286,CAMP0069,18 Jul 2024,MQL
CONV011572,CUST001057,CAMP0103,29-08-2023,SQL
CONV011573,CUST007829,CAMP0129,,MQL
CONV011574,CUST009783,CAMP0141,05 Oct 2024,SQL
CONV011575,CUST006960,CAMP0151,03/10/2026,Lead
CONV011576,CUST001702,CAMP0058,2023-11-16,Customer
CONV011577,CUST002405,CAMP0061,2023-02-17,Customer
CONV011578,CUST004148,CAMP0061,2023-01-13,Customer
CONV011579,CUST008230,CAMP0151,2024-06-22,MQL
CONV011580,CUST007711,CAMP0076,09/20/2025,Opportunity
CONV011581,CUST002287,CAMP0126,2024-02-02,Customer
CONV011582,CUST001668,CAMP0113,2024-07-13,SQL
CONV011583,CUST002631,CAMP0196,2026-07-23,Lead
CONV011584,CUST001454,CAMP0210,2024-06-28,SQL
CONV011585,CUST003064,CAMP0175,12 Jan 2026,Opportunity
CONV011586,CUST009344,CAMP0215,2025-03-17,MQL
CONV011587,CUST002700,CAMP0165,,Opportunity
CONV011588,CUST006024,CAMP0172,2024-05-26,Opportunity
CONV011589,CUST004641,CAMP0051,2023-06-11,Lead
CONV011590,CUST005949,CAMP0198,2024-08-16,MQL
CONV011591,CUST003161,CAMP0045,,Customer
CONV011592,CUST001008,CAMP0198,2023-08-17,MQL
CONV011593,CUST008394,CAMP0162,29-03-2023,SQL
CONV011594,CUST006691,CAMP0077,04/08/2025,Lead
CONV011595,CUST009056,CAMP0170,08/31/2024,MQL
CONV011596,CUST005304,CAMP0129,2024-02-16,MQL
CONV011597,CUST007107,CAMP0173,2025-11-20,Opportunity
CONV011598,CUST002188,CAMP0175,25 Jun 2026,Opportunity
CONV011599,CUST000217,CAMP0219,2023-06-23,Opportunity
CONV011600,CUST005893,CAMP0129,04-08-2024,Opportunity
CONV011601,CUST003526,CAMP0018,16-10-2024,Lead
CONV011602,CUST008195,CAMP0060,30-08-2024,Lead
CONV011603,CUST005237,CAMP0074,2024-11-22,Lead
CONV011604,CUST000800,CAMP0200,21-05-2025,Customer
CONV011605,CUST004273,CAMP0091,06/21/2025,Lead
CONV011606,CUST002467,CAMP0102,2024-06-03,MQL
CONV011607,CUST004753,CAMP0010,16-03-2025,Lead
CONV011608,CUST008864,CAMP0089,,MQL
CONV011609,CUST001156,CAMP0033,2023-08-06,SQL
CONV011610,CUST005569,CAMP0132,2023-04-17,SQL
CONV011611,CUST003823,CAMP0191,04-10-2023,Customer
CONV011612,CUST005744,CAMP0052,2026-01-14,MQL
CONV011613,CUST008404,CAMP0207,2023-09-28,Opportunity
CONV011614,CUST003440,CAMP0096,09/16/2024,Customer
CONV011615,CUST001004,CAMP0103,2024-07-11,Customer
CONV011616,CUST003878,CAMP0031,10/30/2024,SQL
CONV011617,CUST001558,CAMP0067,2025-01-19,SQL
CONV011618,CUST006204,CAMP0045,2024-11-05,Opportunity
CONV011619,CUST003464,CAMP0022,2026-05-14,Customer
CONV011620,CUST000996,CAMP0156,2025-03-29,Lead
CONV011621,CUST003426,CAMP0185,2024-08-29,Opportunity
CONV011622,CUST007441,CAMP0002,17-07-2023,Lead
CONV011623,CUST007975,CAMP0076,27-04-2023,SQL
CONV011624,CUST002809,CAMP0040,23-10-2024,Lead
CONV011625,CUST006352,CAMP0130,2025-02-14,Opportunity
CONV011626,CUST003132,CAMP0027,2023-08-08,SQL
CONV011627,CUST007312,CAMP0115,2023-10-08,Customer
CONV011628,CUST004836,CAMP0167,15-05-2025,MQL
CONV011629,CUST004192,CAMP0207,07/29/2025,SQL
CONV011630,CUST006785,CAMP0013,02/12/2024,MQL
CONV011631,CUST007033,CAMP0209,16 Feb 2023,SQL
CONV011632,CUST001599,CAMP0031,12/01/2023,Opportunity
CONV011633,CUST009507,CAMP0139,2023-02-13,Opportunity
CONV011634,CUST005775,CAMP0210,2024-09-27,MQL
CONV011635,CUST009223,CAMP0043,08/28/2024,MQL
CONV011636,CUST006087,CAMP0202,2024-04-20,MQL
CONV011637,CUST008552,CAMP0028,2024-11-22,Lead
CONV011638,CUST004263,CAMP0002,2026-06-22,Customer
CONV011639,CUST007185,CAMP0096,07/22/2026,Customer
CONV011640,CUST005192,CAMP0101,03/07/2026,MQL
CONV011641,CUST007093,CAMP0019,2026-05-23,Customer
CONV011642,CUST009279,CAMP0107,05-09-2023,Opportunity
CONV011643,CUST009590,CAMP0135,2023-01-18,Opportunity
CONV011644,CUST001643,CAMP0112,13-07-2026,Opportunity
CONV011645,CUST004314,CAMP0215,2025-05-27,Lead
CONV011646,CUST004196,CAMP0043,,SQL
CONV011647,CUST002766,CAMP0211,08-04-2024,SQL
CONV011648,CUST008413,CAMP0043,2023-11-16,SQL
CONV011649,CUST002934,CAMP0090,03/29/2026,Customer
CONV011650,CUST007678,CAMP0002,2023-04-05,MQL
CONV011651,CUST006285,CAMP0021,2024-03-22,Lead
CONV011652,CUST001927,CAMP0122,2024-08-18,SQL
CONV011653,CUST004858,CAMP0087,03/06/2026,Customer
CONV011654,CUST005965,CAMP0026,2026-02-23,Lead
CONV011655,CUST008703,CAMP0178,27-03-2025,Customer
CONV011656,CUST000889,CAMP0096,2023-09-14,Customer
CONV011657,CUST007291,CAMP0034,20-02-2024,SQL
CONV011658,CUST000498,CAMP0115,2024-11-13,MQL
CONV011659,CUST003521,CAMP0097,2025-12-03,Lead
CONV011660,CUST000404,CAMP0187,02-02-2026,Opportunity
CONV011661,CUST001436,CAMP0063,16-06-2025,Opportunity
CONV011662,CUST001832,CAMP0107,2024-10-13,MQL
CONV011663,CUST008343,CAMP0183,02-01-2025,Lead
CONV011664,CUST008058,CAMP0155,2025-02-04,Opportunity
CONV011665,CUST005372,CAMP0015,2025-04-26,Customer
CONV011666,CUST000956,CAMP0128,2025-10-10,Opportunity
CONV011667,CUST003378,CAMP0118,01/07/2025,Opportunity
CONV011668,CUST007383,CAMP0098,2026-04-04,MQL
CONV011669,CUST007240,CAMP0086,2023-03-23,SQL
CONV011670,CUST004123,CAMP0120,2023-10-18,MQL
CONV011671,CUST005932,CAMP0109,2024-03-21,MQL
CONV011672,CUST007496,CAMP0202,21-08-2024,SQL
CONV011673,CUST005287,CAMP0064,,SQL
CONV011674,CUST007291,CAMP0216,2023-09-12,MQL
CONV011675,CUST005425,CAMP0021,01 Aug 2023,MQL
CONV011676,CUST009423,CAMP0003,09/29/2025,MQL
CONV011677,CUST007535,CAMP0109,02/09/2025,Opportunity
CONV011678,CUST003873,CAMP0047,28-02-2025,SQL
CONV011679,CUST009016,CAMP0185,2024-07-02,Lead
CONV011680,CUST008178,CAMP0123,01-11-2025,Opportunity
CONV011681,CUST008849,CAMP0168,27-04-2026,MQL
CONV011682,CUST003897,CAMP0141,2025-05-18,Lead
CONV011683,CUST003048,CAMP0061,2025-03-18,MQL
CONV011684,CUST005952,CAMP0068,05/17/2024,MQL
CONV011685,CUST004509,CAMP0065,2026-03-20,Opportunity
CONV011686,CUST005992,CAMP0075,08-06-2024,Lead
CONV011687,CUST007088,CAMP0064,02/08/2026,Opportunity
CONV011688,CUST000244,CAMP0180,2025-01-31,MQL
CONV011689,CUST005841,CAMP0119,23-04-2023,Lead
CONV011690,CUST000824,CAMP0055,2023-12-06,SQL
CONV011691,CUST000887,CAMP0142,2025-01-05,MQL
CONV011692,CUST002624,CAMP0191,2024-09-17,Lead
CONV011693,CUST001180,CAMP0028,19-01-2024,Customer
CONV011694,CUST000255,CAMP0115,2026-06-07,SQL
CONV011695,CUST004356,CAMP0069,2026-04-23,MQL
CONV011696,CUST008625,CAMP0187,13 Nov 2025,Opportunity
CONV011697,CUST004512,CAMP0097,2025-04-28,Opportunity
CONV011698,CUST006847,CAMP0169,20-12-2025,Customer
CONV011699,CUST006730,CAMP0124,2025-07-01,Lead
CONV011700,CUST006585,CAMP0071,22-04-2024,Lead
CONV011701,CUST002978,CAMP0061,2024-03-08,SQL
CONV011702,CUST000929,CAMP0126,2026-06-12,SQL
CONV011703,CUST007022,CAMP0156,10/30/2025,Opportunity
CONV011704,CUST004610,CAMP0054,2023-01-05,Customer
CONV011705,CUST008556,CAMP0050,22-10-2024,MQL
CONV011706,CUST006465,CAMP0174,2026-06-13,Customer
CONV011707,CUST000511,CAMP0143,2023-02-22,Customer
CONV011708,CUST009135,CAMP0154,2023-03-06,Opportunity
CONV011709,CUST003454,CAMP0191,10-02-2024,Opportunity
CONV011710,CUST002472,CAMP0027,09-08-2023,Lead
CONV011711,CUST007207,CAMP0044,,Opportunity
CONV011712,CUST008853,CAMP0030,08-03-2023,Lead
CONV011713,CUST002758,CAMP0148,2025-06-01,Lead
CONV011714,CUST004372,CAMP0125,31-01-2025,Opportunity
CONV011715,CUST005904,CAMP0043,23-11-2025,Customer
CONV011716,CUST005376,CAMP0115,02-09-2024,Lead
CONV011717,CUST000700,CAMP0070,2026-02-20,SQL
CONV011718,CUST001672,CAMP0078,12-04-2025,SQL
CONV011719,CUST009486,CAMP0008,12-02-2026,MQL
CONV011720,CUST008342,CAMP0028,06/01/2023,Opportunity
CONV011721,CUST005699,CAMP0169,2024-02-27,Lead
CONV011722,CUST006666,CAMP0064,2025-05-26,MQL
CONV011723,CUST000134,CAMP0005,24-05-2026,Opportunity
CONV011724,CUST007606,CAMP0007,2025-01-13,Opportunity
CONV011725,CUST005162,CAMP0021,2026-03-24,SQL
CONV011726,CUST007223,CAMP0025,2025-06-03,Lead
CONV011727,CUST009277,CAMP0023,2023-06-30,Customer
CONV011728,CUST009258,CAMP0092,26-01-2024,MQL
CONV011729,CUST008935,CAMP0021,2023-08-09,MQL
CONV011730,CUST000557,CAMP0185,09-07-2026,Lead
CONV011731,CUST007495,CAMP0037,2024-05-03,SQL
CONV011732,CUST001896,CAMP0080,2025-03-17,SQL
CONV011733,CUST003872,CAMP0039,09/27/2025,SQL
CONV011734,CUST001820,CAMP0143,2025-01-04,Lead
CONV011735,CUST001310,CAMP0007,06/30/2023,SQL
CONV011736,CUST002937,CAMP0204,11/23/2024,SQL
CONV011737,CUST002325,CAMP0060,08 Feb 2024,Opportunity
CONV011738,CUST006061,CAMP0130,2024-01-11,Lead
CONV011739,CUST008057,CAMP0069,2023-04-03,Customer
CONV011740,CUST005169,CAMP0008,2023-10-27,Opportunity
CONV011741,CUST000320,CAMP0010,2023-06-29,Lead
CONV011742,CUST005033,CAMP0075,2023-07-01,Customer
CONV011743,CUST007496,CAMP0022,,MQL
CONV011744,CUST004053,CAMP0120,24-11-2024,Opportunity
CONV011745,CUST009636,CAMP0057,2023-09-26,SQL
CONV011746,CUST000664,CAMP0028,12/28/2025,Customer
CONV011747,CUST000884,CAMP0095,,Customer
CONV011748,CUST008603,CAMP0194,2023-06-23,Opportunity
CONV011749,CUST002228,CAMP0142,2023-03-09,SQL
CONV011750,CUST001915,CAMP0153,2024-10-29,Customer
CONV011751,CUST002453,CAMP0101,2023-12-26,Customer
CONV011752,CUST009324,CAMP0068,06/18/2026,MQL
CONV011753,CUST004015,CAMP0002,01-01-2025,MQL
CONV011754,CUST007936,CAMP0021,2024-11-18,SQL
CONV011755,CUST000440,CAMP0212,03 Oct 2023,SQL
CONV011756,CUST006062,CAMP0094,2023-02-12,Customer
CONV011757,CUST003400,CAMP0154,28-10-2025,MQL
CONV011758,CUST004378,CAMP0160,16 Aug 2024,Lead
CONV011759,CUST002819,CAMP0170,05-06-2025,Customer
CONV011760,CUST003274,CAMP0109,07/05/2024,Lead
CONV011761,CUST003300,CAMP0196,11/24/2024,MQL
CONV011762,CUST001812,CAMP0027,2026-04-07,Lead
CONV011763,CUST004043,CAMP0158,08/16/2025,Customer
CONV011764,CUST008261,CAMP0087,02-07-2024,Customer
CONV011765,CUST008272,CAMP0006,2024-11-23,SQL
CONV011766,CUST004736,CAMP0044,2024-11-15,MQL
CONV011767,CUST007155,CAMP0149,31-10-2023,MQL
CONV011768,CUST009722,CAMP0201,05/15/2023,Opportunity
CONV011769,CUST000684,CAMP0065,2025-02-27,MQL
CONV011770,CUST007854,CAMP0019,2026-02-06,Opportunity
CONV011771,CUST001843,CAMP0143,2026-04-26,Customer
CONV011772,CUST003351,CAMP0076,2024-05-11,Opportunity
CONV011773,CUST004288,CAMP0195,2024-11-14,Customer
CONV011774,CUST004565,CAMP0153,05/18/2023,Lead
CONV011775,CUST900035,CAMP0157,10/14/2025,SQL
CONV011776,CUST007903,CAMP0063,2023-03-24,Opportunity
CONV011777,CUST000629,CAMP0060,29-09-2024,Opportunity
CONV011778,CUST006879,CAMP0012,09/20/2025,Customer
CONV011779,CUST002427,CAMP0145,06/09/2023,Lead
CONV011780,CUST001347,CAMP0136,07/08/2026,Opportunity
CONV011781,CUST007018,CAMP0073,2023-11-16,SQL
CONV011782,CUST001346,CAMP0021,03/01/2024,SQL
CONV011783,CUST000420,CAMP0055,2026-06-01,SQL
CONV011784,CUST004168,CAMP0151,08/09/2023,Lead
CONV011785,CUST008980,CAMP0006,30-03-2024,Opportunity
CONV011786,CUST004152,CAMP0197,2024-08-13,Customer
CONV011787,CUST000378,CAMP0062,2026-06-15,Opportunity
CONV011788,CUST007462,CAMP0068,07-09-2025,MQL
CONV011789,CUST001714,CAMP0136,2024-05-09,Customer
CONV011790,CUST004209,CAMP0066,2024-09-07,SQL
CONV011791,CUST009090,CAMP0159,2025-05-11,Customer
CONV011792,CUST003494,CAMP0186,2026-04-18,MQL
CONV011793,CUST004584,CAMP0038,01/25/2025,MQL
CONV011794,CUST002110,CAMP0030,2024-08-20,Lead
CONV011795,CUST006133,CAMP0064,2026-02-02,Opportunity
CONV011796,CUST006427,CAMP0058,2024-10-28,MQL
CONV011797,CUST007566,CAMP0056,2025-04-10,Lead
CONV011798,CUST008246,CAMP0023,2024-05-28,MQL
CONV011799,CUST003061,CAMP0066,2025-12-25,Opportunity
CONV011800,CUST002725,CAMP0154,08/17/2025,Opportunity
CONV011801,CUST008769,CAMP0162,2026-07-03,Customer
CONV011802,CUST006671,CAMP0067,2025-08-02,MQL
CONV011803,CUST005558,CAMP0046,07/23/2024,Lead
CONV011804,CUST002525,CAMP0193,08-10-2024,SQL
CONV011805,CUST009193,CAMP0005,2025-10-24,Customer
CONV011806,CUST007635,CAMP0171,2026-01-07,Opportunity
CONV011807,CUST002225,CAMP0081,2023-07-31,Opportunity
CONV011808,CUST004737,CAMP0011,2026-05-19,MQL
CONV011809,CUST009782,CAMP0166,2026-05-19,Lead
CONV011810,CUST008301,CAMP0102,2026-05-30,MQL
CONV011811,CUST002733,CAMP0116,19-03-2026,SQL
CONV011812,CUST003390,CAMP0019,2025-10-06,Opportunity
CONV011813,CUST007445,CAMP0195,2024-07-04,SQL
CONV011814,CUST007467,CAMP0028,2025-09-26,Customer
CONV011815,CUST009176,CAMP0115,2024-10-19,Customer
CONV011816,CUST004011,CAMP0218,12/25/2025,Lead
CONV011817,CUST001374,CAMP0123,2025-08-28,Customer
CONV011818,CUST002624,CAMP0097,07/20/2023,Customer
CONV011819,CUST008835,CAMP0164,2023-07-21,Customer
CONV011820,CUST008668,CAMP0044,06/04/2025,Customer
CONV011821,CUST007421,CAMP0054,01/11/2026,Customer
CONV011822,CUST004479,CAMP0080,11/19/2024,MQL
CONV011823,CUST005652,CAMP0073,2025-12-23,Lead
CONV011824,CUST009915,CAMP0032,12-08-2025,MQL
CONV011825,CUST008367,CAMP0153,03-04-2025,Customer
CONV011826,CUST009397,CAMP0007,2023-07-07,Lead
CONV011827,CUST000068,CAMP0065,29-12-2025,MQL
CONV011828,CUST004111,CAMP0055,2024-08-11,Lead
CONV011829,CUST008261,CAMP0105,13-04-2025,Customer
CONV011830,CUST009322,CAMP0103,22 Dec 2023,Customer
CONV011831,CUST008443,CAMP0214,2023-04-11,SQL
CONV011832,CUST002051,CAMP0187,05/20/2024,Lead
CONV011833,CUST003706,CAMP0116,2026-07-24,MQL
CONV011834,CUST009200,CAMP0085,2025-04-25,Customer
CONV011835,CUST005906,CAMP0100,22-12-2024,Lead
CONV011836,CUST008034,CAMP0213,2024-12-10,SQL
CONV011837,CUST006882,CAMP0065,2025-12-12,SQL
CONV011838,CUST001990,CAMP0002,2023-12-01,Opportunity
CONV011839,CUST009895,CAMP0094,2023-08-18,Customer
CONV011840,CUST004025,CAMP0208,,Lead
CONV011841,CUST007023,CAMP0059,2023-04-27,Customer
CONV011842,CUST001132,CAMP0087,02/02/2024,Customer
CONV011843,CUST009783,CAMP0206,2025-05-06,Lead
CONV011844,CUST005618,CAMP0160,2024-12-31,MQL
CONV011845,CUST000619,CAMP0199,2025-12-31,Customer
CONV011846,CUST005057,CAMP0031,2025-10-31,Customer
CONV011847,CUST008270,CAMP0218,03-01-2026,Lead
CONV011848,CUST009035,CAMP0160,2024-09-13,Customer
CONV011849,CUST006018,CAMP0127,2024-12-01,Customer
CONV011850,CUST009534,CAMP0176,2026-04-07,MQL
CONV011851,CUST004359,CAMP0009,08-08-2025,Lead
CONV011852,CUST006756,CAMP0133,2025-10-25,SQL
CONV011853,CUST000153,CAMP0212,2024-05-23,Customer
CONV011854,CUST001026,CAMP0025,2025-09-24,Opportunity
CONV011855,CUST000464,CAMP0113,2023-12-16,Customer
CONV011856,CUST002753,CAMP0033,2024-03-03,SQL
CONV011857,CUST007358,CAMP0120,2024-06-25,SQL
CONV011858,CUST009398,CAMP0078,2026-02-25,MQL
CONV011859,CUST008828,CAMP0149,12/26/2023,SQL
