transaction_id,customer_id,campaign_id,transaction_date,revenue
TXN0055320,CUST006194,CAMP0116,2023-01-02,2636.37
TXN0047205,CUST003953,CAMP0034,08/19/2024,10972.05
TXN0012030,CUST007697,,2024-03-17,4987.12
TXN0038352,CUST003214,CAMP0087,11-01-2025,335.13
TXN0000341,CUST007874,CAMP0182,2026-04-16,1188.39
TXN0036681,CUST007591,CAMP0197,25-12-2024,848.13
TXN0006109,CUST003625,CAMP0059,2026-02-20,757.2
TXN0047828,CUST007137,CAMP0144,,1417.58
TXN0011558,CUST002501,CAMP0165,14-03-2026,938.54
TXN0039144,CUST006054,CAMP0005,10/27/2023,1845.71
TXN0005878,CUST004120,,,359.79
TXN0015122,CUST008131,CAMP0085,28-06-2026,2468.47
TXN0027947,CUST001571,CAMP0002,2025-10-02,₹538.97
TXN0024256,CUST008892,CAMP0135,2024-02-15,358.37
TXN0050010,CUST006830,CAMP0185,12/01/2025,905.39
TXN0018723,CUST009502,CAMP0092,,1252.39
TXN0038723,CUST001411,,12/24/2023,1128.02
TXN0043061,CUST007263,CAMP0117,2024-02-02,306.16
TXN0014857,CUST000037,,2023-09-21,1883.23
TXN0057805,CUST001812,CAMP0007,09-03-2026,240.53
TXN0005786,CUST006082,CAMP0100,2024-09-23,149.68
TXN0001021,CUST006338,CAMP0158,2024-09-21,534.69
TXN0019751,CUST007559,CAMP0192,2026-06-03,948.03
TXN0015552,CUST002295,CAMP0043,,606.99
TXN0053951,CUST005463,CAMP0186,2026-05-16,3106.78
TXN0053551,CUST004711,,2026-04-12,1283.54
TXN0024121,CUST005291,CAMP0148,2025-04-10,3673.68
TXN0008426,CUST007229,CAMP0152,2025-10-25,736.2
TXN0048960,CUST004089,CAMP0062,09-11-2024,383.49
TXN0007393,CUST004557,CAMP0088,2024-03-05,399.15
TXN0014265,CUST008677,CAMP0126,13-11-2025,225.13
TXN0025426,CUST005733,CAMP0193,06 Nov 2024,1373.42
TXN0009256,CUST008109,CAMP0036,,1355.85
TXN0007865,CUST004848,CAMP0151,17 Jul 2026,340.33
TXN0009860,CUST006266,CAMP0012,2023-06-27,452.46
TXN0053078,CUST000630,CAMP0193,07/12/2023,1144.06
TXN0043272,CUST008247,CAMP0116,2025-03-22,475.36
TXN0052892,CUST004751,CAMP0013,2026-01-06,13529.62
TXN0025248,CUST001855,CAMP0069,2024-03-04,791.25
TXN0005175,CUST003838,CAMP0062,2025-07-26,110.68
TXN0022222,CUST004222,CAMP0034,13 Oct 2025,2570.1
TXN0017411,CUST000441,CAMP0122,2026-02-09,160.14
TXN0028225,CUST009957,CAMP0120,02-12-2024,393.47
TXN0032478,CUST008911,CAMP0094,09/29/2025,224.0
TXN0013808,CUST005556,CAMP0044,10-11-2025,527.84
TXN0006163,CUST009337,CAMP0160,26-04-2023,529.2
TXN0004120,CUST002999,,11-03-2024,341.66
TXN0010051,CUST004843,CAMP0218,19-09-2025,497.72
TXN0029732,CUST001036,CAMP0014,03/06/2023,877.02
TXN0006048,CUST005773,CAMP0154,2023-10-31,2680.5
TXN0044906,CUST005671,CAMP0145,16-11-2025,257.31
TXN0025769,CUST009203,CAMP0164,,211.85
TXN0031608,CUST005557,,05/02/2025,3861.71
TXN0045895,CUST005695,CAMP0020,2024-11-17,208.97
TXN0041823,CUST008660,CAMP0196,20 Apr 2025,2664.76
TXN0011805,CUST002300,CAMP0190,25 Nov 2025,462.84
TXN0021089,CUST002198,CAMP0032,01 Oct 2024,3450.27
TXN0040156,CUST009228,CAMP0004,2025-11-18,5274.74
TXN0051789,CUST000210,CAMP0135,06/13/2023,535.08
TXN0022521,CUST006105,CAMP0049,2025-07-12,4654.85
TXN0055236,CUST004472,CAMP0165,05/31/2023,277.98
TXN0017333,CUST007714,CAMP0153,2025-03-08,1649.29
TXN0034070,CUST004659,CAMP0016,11-02-2024,207.28
TXN0022186,CUST007280,CAMP0176,11/16/2024,702.03
TXN0056384,CUST000189,CAMP0174,09-10-2023,51.28
TXN0048032,CUST000637,,2023-09-21,182.26
TXN0001293,CUST002927,,01/31/2023,523.54
TXN0031035,CUST000152,CAMP0176,2023-07-15,361.5
TXN0056897,CUST002386,CAMP0045,25 Jan 2023,13813.32
TXN0033894,CUST006339,CAMP0163,2026-05-24,6200.78
TXN0032344,CUST003340,CAMP0014,2026-03-03,3063.43
TXN0034538,CUST005096,,2023-01-11,3633.71
TXN0027758,CUST000172,CAMP0205,08/01/2024,152.55
TXN0002684,CUST003165,CAMP0146,2025-03-10,2729.54
TXN0009059,CUST000183,CAMP0046,07-11-2024,8234.32
TXN0025249,CUST004748,CAMP0115,2024-07-15,228.79
TXN0047632,CUST001320,,2024-10-27,153.67
TXN0024118,CUST005524,,2026-06-10,98.32
TXN0011293,CUST006108,CAMP0041,,17785.93
TXN0026799,CUST005953,CAMP0122,2023-12-17,4813.88
TXN0012660,CUST009574,CAMP0202,2024-12-02,619.66
TXN0052145,CUST008879,,,2740.6
TXN0020093,CUST001579,CAMP0184,07-04-2025,560.09
TXN0057428,CUST005390,CAMP0167,2023-03-30,966.57
TXN0008333,CUST009731,CAMP0026,25-10-2023,"₹2,569.30"
TXN0019178,CUST009026,CAMP0189,2023-06-25,307.64
TXN0021038,CUST007410,,2026-01-25,893.17
TXN0027897,CUST005773,CAMP0130,2023-10-24,3383.98
TXN0034579,CUST008151,CAMP0162,20-10-2024,874.58
TXN0040896,CUST000267,CAMP0106,2024-07-27,830.98
TXN0041621,CUST006478,CAMP0068,2024-10-23,299.09
TXN0016041,CUST006280,CAMP0124,06-10-2025,5730.71
TXN0039236,CUST003360,CAMP0114,2025-02-21,654.98
TXN0013929,CUST006096,CAMP0078,07/28/2026,3862.45
TXN0057793,CUST007352,CAMP0098,2025-03-29,643.49
TXN0023469,CUST007797,CAMP0110,16-02-2023,412.58
TXN0012992,CUST009534,CAMP0042,2026-06-27,262.17
TXN0045447,CUST004935,CAMP0214,2025-07-10,366.15
TXN0012598,CUST009811,CAMP0185,22-02-2026,689.4
TXN0006128,CUST007806,CAMP0053,2025-08-16,1069.3
TXN0023192,CUST004921,,2026-04-15,77.28
TXN0046515,CUST007755,CAMP0136,,642.07
TXN0028999,CUST008543,CAMP0188,,510.18
TXN0033376,CUST007340,CAMP0060,01/15/2025,1247.19
TXN0029723,CUST005516,CAMP0103,2024-10-13,98.2
TXN0053203,CUST000405,CAMP0078,09/20/2025,2744.64
TXN0000319,CUST005111,CAMP0075,2024-03-25,662.1
TXN0053443,CUST008854,CAMP0208,2026-04-16,155.35
TXN0015815,CUST007429,CAMP0162,28 Aug 2025,717.57
TXN0026584,CUST009790,CAMP0173,2025-05-31,1429.29
TXN0011236,CUST009890,CAMP0083,12-03-2023,393.67
TXN0033630,CUST009923,CAMP0135,2025-05-18,622.66
TXN0033439,CUST006227,CAMP0151,2026-07-19,1594.83
TXN0017219,CUST002087,CAMP0015,03-09-2025,240.66
TXN0019036,CUST009809,CAMP0028,2023-01-25,315.59
TXN0033382,CUST008783,CAMP0151,2023-06-01,499.23
TXN0056980,CUST003706,CAMP0070,10-07-2024,2592.48
TXN0006762,CUST002540,CAMP0041,2023-02-08,2446.16
TXN0030202,CUST007497,CAMP0030,2025-08-21,2391.83
TXN0052335,CUST008383,CAMP0154,12/07/2025,1851.29
TXN0000237,CUST003196,CAMP0161,2024-09-16,492.43
TXN0032601,CUST008369,CAMP0188,2024-09-21,113.81
TXN0046827,CUST006485,CAMP0091,07-08-2024,521.39
TXN0045048,CUST000585,CAMP0099,2023-07-03,248.66
TXN0008107,CUST006846,CAMP0097,12/29/2025,247.96
TXN0003473,CUST007240,,04/07/2025,339.48
TXN0056455,CUST000370,CAMP0167,28-01-2023,817.78
TXN0029625,CUST009632,,14-03-2023,3149.78
TXN0049986,CUST006580,CAMP0164,09 Jul 2024,831.58
TXN0055523,CUST000936,CAMP0194,2025-07-16,776.14
TXN0034920,CUST009216,CAMP0108,09/25/2024,2399.83
TXN0004323,CUST004820,CAMP0118,02-02-2025,415.73
TXN0046578,CUST009845,CAMP0074,2026-03-02,52.96
TXN0004442,CUST002252,CAMP0044,2025-12-27,934.14
TXN0041850,CUST003245,CAMP0107,25-01-2025,2702.71
TXN0052660,CUST008602,,20-08-2023,213.4
TXN0038309,CUST002123,CAMP0039,2026-05-10,3386.66
TXN0017970,CUST009548,CAMP0115,2023-07-02,685.49
TXN0055049,CUST002173,CAMP0111,2025-04-25,₹940.80
TXN0016876,CUST006964,CAMP0212,2025-12-04,614.5
TXN0043371,CUST008686,CAMP0146,07/05/2025,₹776.84
TXN0037992,CUST009488,CAMP0153,2026-01-17,624.3
TXN0053982,CUST002644,CAMP0220,25-11-2023,568.96
TXN0000719,CUST007120,CAMP0182,2024-10-18,1195.98
TXN0028477,CUST002463,CAMP0139,2025-11-19,724.32
TXN0028185,CUST006973,,2024-07-19,1802.07
TXN0016370,CUST003921,CAMP0145,17 Aug 2025,₹705.58
TXN0011662,CUST007934,CAMP0164,12-06-2025,915.02
TXN0041106,CUST008611,CAMP0195,2026-06-07,738.97
TXN0053746,CUST003599,,06/15/2024,447.61
TXN0036398,CUST002138,CAMP0169,2024-04-28,₹815.88
TXN0026117,CUST005516,CAMP0209,2024-02-27,531.43
TXN0013528,CUST006834,CAMP0042,2026-02-23,146.34
TXN0014875,CUST004323,,04 Apr 2025,208.33
TXN0038751,CUST008241,,12-11-2025,469.52
TXN0053390,CUST000709,CAMP0068,2024-09-13,4052.29
TXN0030502,CUST001850,CAMP0119,2025-09-20,2102.55
TXN0004593,CUST004688,CAMP0024,2025-11-07,1546.03
TXN0035912,CUST007583,CAMP0134,07/19/2026,5799.79
TXN0018602,CUST007308,CAMP0120,2023-06-06,256.97
TXN0045752,CUST008613,CAMP0098,2024-11-18,₹866.00
TXN0009743,CUST005746,CAMP0021,12 Sep 2024,573.98
TXN0056126,CUST000381,CAMP0056,10-03-2025,350.78
TXN0052452,CUST007199,CAMP0034,11-10-2025,109.97
TXN0007236,CUST003751,CAMP0213,04-07-2025,118.84
TXN0041554,CUST001105,CAMP0075,25 Jun 2025,3748.66
TXN0000023,CUST004114,,2023-06-09,227.95
TXN0054318,CUST005519,CAMP0101,13 Apr 2023,727.17
TXN0017019,CUST006794,CAMP0176,2023-03-14,"₹1,023.56"
TXN0026153,CUST003097,CAMP0047,01/10/2024,845.55
TXN0020732,CUST001940,,07/01/2026,370.85
TXN0047366,CUST003985,CAMP0099,2024-09-13,446.97
TXN0050453,CUST001076,CAMP0004,2024-08-03,84.92
TXN0055923,CUST003881,CAMP0040,2025-07-28,880.85
TXN0031984,CUST009380,CAMP0057,2026-05-29,807.36
TXN0016479,CUST002920,CAMP0205,2025-07-17,1981.25
TXN0023212,CUST008111,,22-02-2025,262.79
TXN0048489,CUST007993,CAMP0060,09/16/2024,7941.91
TXN0037632,CUST009668,CAMP0083,2023-05-29,407.61
TXN0026213,CUST008793,,2026-06-04,2342.02
TXN0047133,CUST009215,CAMP0057,2024-03-07,2976.7
TXN0028992,CUST009148,CAMP0130,2024-08-15,291.04
TXN0018128,CUST001798,,2026-01-23,2624.51
TXN0007190,CUST003526,CAMP0095,2025-04-21,253.39
TXN0023301,CUST007660,CAMP0194,23-01-2024,2803.28
TXN0033415,CUST000386,CAMP0140,27-02-2023,1044.78
TXN0045046,CUST004889,CAMP0182,2026-03-29,1672.65
TXN0052620,CUST000816,CAMP0219,,235.08
TXN0043956,CUST000488,CAMP0024,02/21/2026,463.46
TXN0009877,CUST008832,CAMP0042,2023-07-09,2953.45
TXN0024620,CUST004059,CAMP0014,02/02/2025,295.56
TXN0053872,CUST005861,CAMP0193,2026-02-27,273.83
TXN0057951,CUST003185,CAMP0189,13-02-2025,5507.66
TXN0021905,CUST003018,CAMP0105,2024-07-31,219.22
TXN0035663,CUST004031,CAMP0208,09-05-2025,1230.92
TXN0038549,CUST007088,CAMP0177,01-08-2024,942.97
TXN0022951,CUST009506,CAMP0033,2024-09-29,2449.32
TXN0053128,CUST007811,CAMP0091,05/11/2023,515.43
TXN0055457,CUST008748,CAMP0100,2024-05-29,223.78
TXN0055990,CUST003424,CAMP0171,,1689.65
TXN0026314,CUST000630,CAMP0179,2025-06-24,1121.65
TXN0021208,CUST007818,CAMP0106,2025-03-07,950.42
TXN0046195,CUST006111,CAMP0176,2025-09-03,8668.88
TXN0033202,CUST003940,CAMP0011,2023-12-01,977.65
TXN0001418,CUST003271,CAMP0173,,461.1
TXN0012886,CUST001416,CAMP0002,2024-09-27,283.54
TXN0031991,CUST003242,CAMP0058,2026-01-29,197.65
TXN0055689,CUST000946,,05/05/2023,1224.51
TXN0009601,CUST006382,,,120.13
TXN0039070,CUST000755,CAMP0038,31-08-2023,440.94
TXN0023967,CUST007087,CAMP0186,2026-05-02,3317.99
TXN0053167,CUST005101,CAMP0159,19-03-2024,104.37
TXN0027358,CUST005816,CAMP0073,2023-06-25,461.12
TXN0035013,CUST007879,CAMP0004,03-09-2024,982.1
TXN0052555,CUST001677,CAMP0163,2024-07-19,8655.64
TXN0032283,CUST001362,CAMP0070,04/29/2025,4478.65
TXN0012174,CUST005198,CAMP0150,2025-03-18,350.66
TXN0013792,CUST006373,CAMP0218,10-05-2025,328.72
TXN0026384,CUST005855,CAMP0186,2025-05-26,571.67
TXN0030572,CUST002181,CAMP0017,01/05/2024,2307.92
TXN0053113,CUST008251,CAMP0103,25 May 2025,1035.83
TXN0039222,CUST002680,,29-03-2024,278.8
TXN0046340,CUST000344,,2025-02-04,2834.12
TXN0009283,CUST002373,CAMP0010,2025-02-03,1471.04
TXN0006956,CUST003803,CAMP0041,2025-11-21,848.96
TXN0039436,CUST003509,,2023-11-18,379.59
TXN0030591,CUST004709,CAMP0173,2026-05-27,180.49
TXN0030899,CUST007275,CAMP0211,2025-03-01,1546.02
TXN0055759,CUST008168,CAMP0114,04/27/2023,4933.92
TXN0036897,CUST004446,CAMP0137,09-09-2023,2163.04
TXN0040190,CUST003803,CAMP0161,2024-03-19,₹564.62
TXN0029959,CUST004276,CAMP0168,2023-12-14,1800.05
TXN0032600,CUST005891,CAMP0152,27-02-2026,373.78
TXN0038431,CUST000007,CAMP0208,2026-03-16,2031.32
TXN0029991,CUST001919,CAMP0168,07 Sep 2025,1795.42
TXN0032235,CUST007188,CAMP0196,2023-07-19,5765.59
TXN0057926,CUST005703,CAMP0174,08-02-2026,938.16
TXN0024829,CUST006712,CAMP0035,2024-06-08,545.74
TXN0043602,CUST003648,CAMP0198,2024-12-21,1486.72
TXN0009549,CUST002708,CAMP0165,2023-09-26,1065.09
TXN0057121,CUST005407,CAMP0153,22 Jun 2026,2517.17
TXN0017801,CUST002805,CAMP0037,2024-10-29,281.1
TXN0054681,CUST004536,CAMP0115,2025-09-30,1068.75
TXN0014990,CUST001180,CAMP0087,,797.64
TXN0019996,CUST007227,CAMP0082,2026-05-12,261.91
TXN0016232,CUST003575,,03-07-2024,665.32
TXN0001133,CUST006650,CAMP0154,2023-06-21,1531.9
TXN0037391,CUST001117,CAMP0150,2023-06-06,261.49
TXN0008497,CUST000450,CAMP0161,,688.12
TXN0054184,CUST004133,CAMP0091,2026-03-26,882.89
TXN0005008,CUST005962,,2026-06-06,"₹1,501.16"
TXN0033269,CUST006144,,2024-03-26,8066.12
TXN0000758,CUST007923,CAMP0195,14-02-2026,345.76
TXN0048217,CUST006972,CAMP0091,05 Sep 2023,"₹2,561.30"
TXN0003163,CUST006389,CAMP0024,2023-09-24,67.93
TXN0003346,CUST006570,,07 Sep 2023,762.82
TXN0046593,CUST006577,CAMP0048,14-05-2026,281.37
TXN0013626,CUST005628,,10-01-2026,268.56
TXN0005488,CUST003854,CAMP0143,08/07/2024,1646.37
TXN0039454,CUST007349,CAMP0118,02/24/2024,255.67
TXN0012485,CUST009995,CAMP0057,2025-11-02,1400.16
TXN0037129,CUST004496,CAMP0052,07 May 2024,4099.6
TXN0054974,CUST003140,CAMP0188,08-12-2025,2534.39
TXN0023226,CUST006623,CAMP0100,2025-03-17,1363.75
TXN0028023,CUST003095,CAMP0117,2025-02-21,9081.04
TXN0010946,CUST006662,CAMP0115,01/08/2024,1008.85
TXN0038411,CUST000259,CAMP0038,2025-05-12,3686.07
TXN0019940,CUST007029,CAMP0215,2024-11-15,757.94
TXN0056702,CUST002327,CAMP0085,2023-12-13,702.32
TXN0002275,CUST007940,CAMP0016,04-08-2024,718.59
TXN0009057,CUST003894,CAMP0188,,1345.63
TXN0022181,CUST001076,CAMP0093,2023-12-26,604.36
TXN0041013,CUST009173,CAMP0168,2023-05-30,309.16
TXN0025309,CUST001770,CAMP0203,2025-03-18,815.24
TXN0007921,CUST006142,CAMP0055,2025-03-26,6075.88
TXN0035991,CUST005221,,18-02-2025,464.54
TXN0029143,CUST008783,CAMP0185,21-02-2023,1203.88
TXN0042789,CUST000403,CAMP0171,2023-05-09,383.86
TXN0049122,CUST009046,CAMP0202,27-03-2026,327.36
TXN0013560,CUST000561,CAMP0100,04/21/2026,476.98
TXN0005384,CUST002304,CAMP0165,2025-11-23,2835.34
TXN0003752,CUST002488,CAMP0124,28 Feb 2025,353.66
TXN0056165,CUST006494,CAMP0117,12 Apr 2025,"₹4,701.13"
TXN0048922,CUST008166,CAMP0177,2024-05-27,526.11
TXN0034051,CUST002559,CAMP0022,04/19/2024,17040.3
TXN0005828,CUST000369,CAMP0044,2023-09-07,1776.2
TXN0046052,CUST000621,CAMP0151,,2885.68
TXN0021856,CUST005336,CAMP0194,04-05-2023,1962.86
TXN0042909,CUST005949,CAMP0023,2024-01-27,317.9
TXN0005956,CUST004448,CAMP0108,2025-09-20,225.37
TXN0042939,CUST004850,CAMP0067,28-08-2025,1059.95
TXN0002039,CUST009865,CAMP0163,07/27/2025,3680.09
TXN0020512,CUST004540,CAMP0053,2025-01-15,237.13
TXN0053604,CUST006784,,2023-06-27,271.42
TXN0053596,CUST007647,CAMP0181,07/18/2025,826.88
TXN0045842,CUST002082,CAMP0047,2024-02-26,1161.87
TXN0028041,CUST009460,CAMP0091,2023-03-28,211.19
TXN0053779,CUST009900,CAMP0040,2026-03-18,898.87
TXN0019553,CUST001548,CAMP0045,2024-08-01,10717.13
TXN0021129,CUST008183,CAMP0017,2025-01-07,775.71
TXN0047528,CUST000738,CAMP0014,21 Jan 2023,2909.16
TXN0057853,CUST004200,CAMP0181,05/11/2026,3089.73
TXN0002436,CUST006023,CAMP0119,2024-05-15,"₹1,160.67"
TXN0024882,CUST005953,,01/21/2024,9339.31
TXN0018161,CUST004701,CAMP0118,02/10/2025,1625.08
TXN0057724,CUST002378,CAMP0172,09 Jun 2026,225.02
TXN0037401,CUST004646,CAMP0110,2024-05-16,290.17
TXN0048087,CUST001080,,2026-03-13,468.38
TXN0028486,CUST000602,CAMP0176,2025-07-25,276.56
TXN0057547,CUST003433,CAMP0005,2023-03-02,2938.59
TXN0041433,CUST001490,CAMP0083,11-11-2023,₹195.15
TXN0022561,CUST004295,CAMP0167,11/02/2023,2040.94
TXN0008840,CUST005731,CAMP0080,2023-06-21,574.95
TXN0022731,CUST009526,CAMP0078,2023-11-02,630.64
TXN0022850,CUST007768,CAMP0085,2025-03-10,4750.19
TXN0030556,CUST000133,CAMP0118,11/29/2024,740.81
TXN0033348,CUST009185,,2023-11-13,369.74
TXN0047412,CUST002540,CAMP0010,05-06-2026,2293.45
TXN0030853,CUST003948,CAMP0026,25 Jun 2025,1235.59
TXN0054575,CUST007899,CAMP0084,15 Sep 2025,605.84
TXN0047824,CUST000380,CAMP0076,05/18/2025,432.83
TXN0025165,CUST001622,CAMP0014,2023-07-23,175.95
TXN0037501,CUST004042,CAMP0108,2023-10-14,695.58
TXN0006890,CUST009295,CAMP0111,19-05-2026,127.03
TXN0018694,CUST003139,CAMP0042,01/09/2023,1543.8
TXN0041569,CUST000716,CAMP0155,08 Nov 2025,2206.51
TXN0037141,CUST007410,CAMP0157,2024-08-04,1230.74
TXN0010079,CUST008644,CAMP0145,2025-01-14,192.82
TXN0050828,CUST003235,CAMP0151,,717.51
TXN0040646,CUST008681,CAMP0195,09/02/2025,86.16
TXN0029194,CUST003400,CAMP0021,2026-03-30,462.92
TXN0004380,CUST002052,CAMP0211,18-06-2025,755.58
TXN0021587,CUST007995,CAMP0143,2023-05-23,400.91
TXN0038260,CUST009035,CAMP0202,17-07-2024,2338.02
TXN0032171,CUST008482,CAMP0046,01/02/2024,169.69
TXN0036559,CUST002623,CAMP0167,02/11/2025,138.5
TXN0057923,CUST007929,CAMP0042,2025-11-30,573.99
TXN0014188,CUST003520,CAMP0154,2025-05-15,241.87
TXN0029961,CUST008134,CAMP0131,2026-06-24,758.85
TXN0024447,CUST009399,CAMP0073,09/11/2024,583.49
TXN0043097,CUST005742,CAMP0011,2024-02-25,1854.73
TXN0053247,CUST003806,CAMP0034,2024-06-22,946.08
TXN0026328,CUST003234,CAMP0189,26-06-2024,517.72
TXN0014623,CUST002383,CAMP0078,16-02-2023,1633.93
TXN0003013,CUST003104,CAMP0156,02/04/2026,1820.59
TXN0035525,CUST004857,CAMP0078,2023-02-11,3200.97
TXN0016270,CUST004123,,2024-06-08,188.65
TXN0049423,CUST002729,CAMP0196,03-12-2024,1022.72
TXN0031947,CUST009335,CAMP0154,2023-12-04,4991.62
TXN0015454,CUST007802,CAMP0061,2025-08-09,1535.02
TXN0046699,CUST008328,CAMP0027,28 Oct 2025,960.39
TXN0051436,CUST004884,CAMP0126,2025-09-23,551.3
TXN0043914,CUST004490,,03/05/2024,1940.82
TXN0056916,CUST003738,CAMP0029,11-11-2025,416.64
TXN0024385,CUST006537,CAMP0178,14-04-2025,₹800.50
TXN0050680,CUST001985,CAMP0094,2026-05-19,4171.87
TXN0035961,CUST004076,CAMP0079,10/23/2025,299.9
TXN0016089,CUST005111,CAMP0030,2023-08-01,292.34
TXN0017402,CUST005206,CAMP0162,2025-05-13,9049.05
TXN0045732,CUST006530,,04/28/2024,218.86
TXN0014155,CUST006921,CAMP0190,18 Oct 2023,2176.22
TXN0021031,CUST003276,CAMP0185,26 Feb 2023,₹201.15
TXN0054531,CUST008092,CAMP0003,06/22/2025,61.98
TXN0054473,CUST000516,CAMP0217,06/02/2026,1581.09
TXN0020251,CUST003903,CAMP0079,,1726.17
TXN0028180,CUST003310,CAMP0048,04/26/2024,2870.76
TXN0056169,CUST000421,,13 Feb 2025,717.49
TXN0023309,CUST006766,CAMP0191,2023-10-22,735.41
TXN0035821,CUST009100,CAMP0191,2024-01-28,1512.14
TXN0007711,CUST005932,CAMP0123,2024-09-29,4916.78
TXN0038382,CUST008369,CAMP0143,11 Jul 2024,197.0
TXN0051721,CUST007889,CAMP0136,05/24/2025,7554.19
TXN0001775,CUST006841,CAMP0018,19-09-2023,239.2
TXN0018746,CUST004492,CAMP0021,23-05-2025,1599.97
TXN0004450,CUST008065,CAMP0210,2026-02-23,459.13
TXN0020472,CUST000007,CAMP0007,2024-08-11,1859.71
TXN0018820,CUST005801,CAMP0066,06/16/2025,257.49
TXN0040810,CUST000046,CAMP0209,15 Sep 2025,193.72
TXN0008441,CUST009435,CAMP0203,2023-08-07,626.74
TXN0013153,CUST000379,CAMP0038,07/16/2026,374.36
TXN0036961,CUST000038,CAMP0047,,221.85
TXN0002363,CUST001587,,2025-03-07,1240.01
TXN0035358,CUST008658,CAMP0193,02 Jul 2023,₹758.56
TXN0044234,CUST008911,CAMP0140,20 Mar 2025,-502.0
TXN0003093,CUST005971,CAMP0163,05 Feb 2023,₹719.92
TXN0037636,CUST004113,CAMP0118,04/29/2025,7610.77
TXN0053714,CUST008595,CAMP0134,2025-08-02,616.04
TXN0040556,CUST000967,CAMP0154,13-02-2024,90.2
TXN0034861,CUST003345,,2025-05-08,7309.67
TXN0005199,CUST009519,CAMP0055,2025-06-21,2047.64
TXN0026758,CUST009972,CAMP0117,28-05-2024,1271.97
TXN0024161,CUST006203,CAMP0043,2025-03-27,701.42
TXN0000764,CUST001080,CAMP0022,2024-10-07,1052.41
TXN0003932,CUST009504,CAMP0039,2023-08-21,194.6
TXN0052741,CUST000076,CAMP0024,05/25/2026,168.75
TXN0033448,CUST006993,CAMP0014,13-06-2025,260.34
TXN0011183,CUST009209,CAMP0092,2023-09-18,"₹1,516.51"
TXN0010760,CUST002460,,2025-11-07,8664.63
TXN0044856,CUST007820,CAMP0033,03/15/2024,569.03
TXN0049104,CUST004074,CAMP0189,2023-12-02,340.76
TXN0052232,CUST008397,CAMP0003,12 May 2024,285.73
TXN0051120,CUST006031,CAMP0064,24-04-2025,2277.19
TXN0006962,CUST005870,CAMP0178,2026-01-15,997.94
TXN0050428,CUST002705,CAMP0143,2026-06-10,1320.12
TXN0001698,CUST007054,CAMP0209,2024-12-02,₹522.69
TXN0049487,CUST004851,,,1335.41
TXN0057059,CUST000492,CAMP0105,2024-03-03,754.61
TXN0019018,CUST005646,CAMP0113,2023-01-12,458.46
TXN0010611,CUST001270,CAMP0038,11-06-2026,510.01
TXN0034279,CUST009568,CAMP0190,08-06-2026,996.43
TXN0030990,CUST001725,CAMP0081,07/15/2025,294.77
TXN0052072,CUST003487,CAMP0130,2024-06-30,947.1
TXN0026892,CUST001342,CAMP0112,04-04-2024,7388.37
TXN0023893,CUST007859,CAMP0208,02/13/2024,7502.69
TXN0054838,CUST007945,CAMP0118,11/16/2025,21638.11
TXN0023737,CUST005128,CAMP0195,2023-10-27,4847.98
TXN0004649,CUST002708,CAMP0117,2026-06-23,"₹1,707.45"
TXN0004737,CUST003504,,2024-02-17,309.74
TXN0043840,CUST009482,CAMP0045,2025-07-30,60.89
TXN0042716,CUST006668,CAMP0001,2024-09-22,804.8
TXN0044798,CUST006525,CAMP0095,2023-06-09,746.14
TXN0046640,CUST007085,CAMP0198,2026-03-02,896.46
TXN0043474,CUST003179,CAMP0177,2024-08-08,631.83
TXN0050345,CUST003896,CAMP0088,14-01-2026,338.94
TXN0000780,CUST000588,CAMP0032,11-06-2025,108.45
TXN0056306,CUST000045,CAMP0155,14 Sep 2023,₹149.55
TXN0038338,CUST002480,CAMP0077,2023-05-14,4228.55
TXN0049562,CUST009210,CAMP0141,2023-08-20,1863.94
TXN0008599,CUST001255,CAMP0095,2024-03-03,6536.62
TXN0004303,CUST003143,,2026-06-13,243.81
TXN0014992,CUST003465,CAMP0078,2024-10-18,798.43
TXN0027887,CUST003048,CAMP0029,2025-03-17,215.51
TXN0021204,CUST006843,CAMP0198,2024-02-22,116.14
TXN0022534,CUST007519,CAMP0041,2026-06-14,6754.77
TXN0000557,CUST003673,CAMP0219,2025-10-08,2819.66
TXN0023882,CUST004936,CAMP0040,05-05-2025,553.68
TXN0035344,CUST004186,CAMP0208,07/13/2025,139.35
TXN0056860,CUST009392,CAMP0060,10/21/2024,834.34
TXN0041435,CUST005470,CAMP0094,24-12-2025,1211.09
TXN0044796,CUST001469,CAMP0081,2024-09-05,483.05
TXN0047658,CUST006935,CAMP0119,2025-08-19,₹243.06
TXN0038672,CUST002046,CAMP0071,2025-06-17,1487.35
TXN0013271,CUST009719,,2026-02-15,₹429.13
TXN0013834,CUST004895,CAMP0166,,1053.11
TXN0049919,CUST004121,,2026-04-30,₹498.41
TXN0039748,CUST007454,CAMP0110,05-06-2026,15214.78
TXN0041403,CUST007627,CAMP0005,06/13/2024,4542.59
TXN0008607,CUST003887,CAMP0105,2023-12-17,867.65
TXN0026596,CUST009560,CAMP0164,2024-06-05,1352.57
TXN0050443,CUST001418,,2025-08-25,₹403.77
TXN0053519,CUST003173,CAMP0146,,128.69
TXN0044559,CUST007664,CAMP0166,01/14/2024,"₹1,613.40"
TXN0000954,CUST000328,CAMP0184,2025-01-06,953.67
TXN0000861,CUST007418,CAMP0048,2023-12-24,1855.27
TXN0048507,CUST008625,CAMP0068,2023-03-20,548.22
